source,target
1151217,5488595
4503321,821206
4503321,1883285
4503321,8851766
4503321,5476617
4503321,10768666
6172162,5546402
6172162,4085849
4841838,6186434
4841838,2317691
2947311,4948121
2947311,4906877
2947311,2617906
1448441,301154
1448441,301013
8436906,7308662
8436906,1763909
4345590,9621638
4841921,7308497
4841921,7591126
2947681,10779213
2947681,7308506
2947681,4835667
2947681,5111983
4346062,8357460
4346062,5637065
9621579,7308590
9621579,9446814
9621579,7187144
9621579,10100777
8461271,10100777
8461271,6602226
8461271,7187144
8461271,10494800
8461271,7308326
8461271,5486059
8461271,7754833
10569779,3182283
10238049,10423367
9621470,5857447
4345907,8911624
4345907,9499592
4345907,7067294
10982609,5250388
2710745,9568998
10569628,2684958
10569628,1763909
10569628,677782
10569628,9860383
10238143,6679903
10238143,7024836
1779786,9568998
1779786,5476710
6397520,5322484
118655,5757022
4294786,7644889
6397669,3640484
6397669,7024720
1805067,2614169
1805067,3203022
6397517,5476525
4842798,5777251
4842798,9860303
11292054,604012
11292054,8210018
11292054,4104453
11292054,7308353
4410170,7308179
4410170,7909499
4410170,8134513
6397648,10892490
6397648,2341392
4410000,5954263
4410000,5954697
4410000,4948121
4782896,10595753
7655060,3554644
2947895,7642456
2947895,7308662
2947895,3763529
2947895,7644889
4841885,3203022
4410309,1473624
4410309,7308387
4410309,581820
4410309,7324908
1979591,181477
1979591,4940499
1979591,7187144
5836970,10100992
10238455,5110066
10238455,1611835
6397606,10805656
1274811,118403
1274811,10494796
1274811,7682038
1274811,2316945
1274811,2317491
1274735,581820
1274735,9870855
1274735,9621537
1274735,3121408
1274735,3121634
1274826,1855075
1274826,9146478
2030831,5777225
2085177,7909981
2085177,7187150
10599885,8747748
10599885,8911293
10599885,6679300
4233368,5250608
4233368,7138040
9000790,5781141
6640629,9119625
2948139,7308517
2947632,8149224
2947632,1687762
2947632,10423356
2947798,2316993
2947798,118492
1426516,7187150
2947470,3938001
3907832,10475205
3907832,4351958
2198337,8661377
9626119,4565371
6640581,9579714
8005994,7891058
8005994,1301505
8005994,7743929
8005994,1301634
4835710,704669
4835710,6186434
5443895,6602226
5443895,8911455
9293616,3272008
8134587,7066983
8134587,7066947
10599479,6602226
10599479,4835440
9293628,9779083
9293628,7339114
8709981,7308706
8709981,5781011
8709981,6332269
8709981,7324736
10294029,8620585
10294029,8691191
4782841,5027596
4782841,3141466
4726767,7308179
2710425,7308678
1079979,7406859
1079979,8712431
9743579,4083884
9743579,2352853
9743579,6602791
9743579,10545880
9743579,6098461
1979660,2231953
1979660,7324523
1979660,4682645
1979660,9311794
1979660,7590976
1979660,10934680
1979660,6679007
1979660,7590911
3835625,9959184
3835625,7308179
3835625,9779571
3835625,10818099
3835625,3114390
9293801,10455849
9293801,7264011
9293753,301012
9293753,6758876
9293753,6814574
9293753,8911267
2835107,7158384
2835107,2514373
6877109,5954504
6877109,6679050
8984813,4835572
10071280,7308497
4842801,10494239
4842801,8942898
7011024,1457047
7011024,10426317
9001140,8382491
5556055,7313560
456479,8814857
456479,9107429
456479,4835491
456479,10494494
456479,404269
456479,8647962
456479,290365
456479,2614088
456479,11122725
456479,2411241
456479,5731253
4460194,4906426
8461182,4835358
8461182,3176798
8461182,10423280
8461182,8911454
2447925,8911267
5443378,6601628
5443378,1403052
5443378,7187144
5443378,10491887
5443378,3141466
3811936,11654
3811936,9076354
3811936,211689
3811901,7644837
3811901,5476617
3811901,7308497
3811901,8411901
3811901,10423573
9621712,4906657
10238333,5954274
10238333,3141466
10238333,7559170
10238333,3622663
10903067,9779256
10903067,3172992
8863473,7721053
8863473,10182976
4929983,1502517
456425,7308637
456425,5651761
10238358,9001257
4842083,11230815
10559371,10100777
2290314,32931
10094264,10423367
10094264,10036806
10094264,7996372
2290025,5800732
2290344,9146478
2290344,4835358
129308,6602226
129308,5476574
129308,8075664
129308,5028103
129308,4835799
129308,3141466
129308,1763728
129308,4835619
5440496,5593858
2194026,8360356
2194026,9939250
8974635,7308417
8974635,5027548
8974635,10818099
8974635,747172
2290320,7308497
678661,5777251
1979485,6189892
5162096,4906426
5161945,10384747
9779356,7264254
2289981,6679300
5443513,6679300
5443538,6111430
5443525,7024720
5443525,3500774
8134317,8134221
5443345,4835647
5443345,4036512
5443345,5200161
523527,7308506
523527,9958927
7688708,10467267
7688708,4835796
9000952,1763728
1257054,8134221
7688846,9779286
7688846,3203296
7688846,4682694
7688846,2340508
7688858,10817584
7688858,81788
7688858,3203180
783142,8979625
4842310,5756816
4842310,4842189
4842310,758013
900535,12790
900535,7895952
900535,5593898
10935055,3048292
3669942,5777144
3669942,1353201
3669942,7187150
1867374,683214
1867374,8830121
1867374,8305279
1867374,7832142
1867374,5476542
4418648,3121444
1776823,10298109
1776823,3202675
10599896,7083962
1867395,4906381
1866991,10036834
1151109,7187150
1151109,2977089
4842526,5604889
1867014,9333556
1867014,4835647
4039735,1409128
4039735,8691779
10559860,10426139
4040429,6601628
10238093,6602226
10238093,5877936
10238093,10817587
10238093,8943003
10238261,9779329
10238261,2341289
10238261,7431827
10238261,9860383
10238261,6222251
10238261,4906426
10238261,10595753
2290125,32931
2290125,276563
8134341,8134243
1691847,4905991
5443853,5777225
5443853,469197
5443853,2829162
3457060,3883890
5443842,7225307
5443842,10413886
5443842,1592090
5443842,1063969
5443842,4418779
1691881,5476617
806928,8411827
5972746,11189898
6476293,5927328
6476293,6716136
6476293,5476587
6476293,10938704
6476293,10018994
7408065,9860315
7408065,2472377
4775588,7308387
4775588,3726542
4775588,1573293
4775588,2617999
5162204,4213089
5972914,9076443
5972914,3550245
1363530,750891
1363530,7264008
6642095,7158384
6642095,11240548
6642095,9579041
6642095,4991235
6642095,4041393
10422370,681853
10422370,4682744
10422370,4886629
6140173,9076354
6140173,9268102
4294856,4682915
4294856,5777251
4294856,7308761
5239329,7748064
5239329,7264011
5239329,11216380
5239329,4117179
907212,10489919
2666964,154429
4614573,4294302
4614573,9063627
4614573,5954417
11852,7187150
8767483,5476551
3182084,7721410
3182084,10348618
3182084,4187419
3182084,3554644
4842680,5028103
6240817,3196697
6240817,1938165
6240817,8026592
6240817,3754495
5864454,5546456
10071375,821350
677841,6288926
10238467,7574452
10238467,7308590
10238467,129477
10238467,8979793
10238467,10426333
10238467,7308179
10598477,2928903
10559091,9129763
10559091,1817960
12101,1592222
12101,10817675
12101,6742563
2193612,4557838
7655002,6601628
7655002,7324814
7655002,8851766
7177443,9285146
7177443,4835254
7177443,118492
7177443,8411998
7177443,7308406
6140170,6058506
1014242,7590960
1014242,7264254
1014242,4906673
1014242,7308818
10071369,1541991
1979250,5476587
1979250,7644640
1979250,7748484
1979250,5604993
1979250,6559489
1979250,7644889
1979250,5777137
6641518,7909405
907449,5877936
6139730,5954770
6139730,1063969
6139730,8031459
6139730,5954737
11240787,6602226
6140062,5595596
6140062,6164027
1013753,7617527
8191393,5945910
6642113,6602226
10238346,8812877
8163933,6791063
8163933,10895860
8286562,4117179
8286562,4682915
8286562,5476551
8286562,7676480
1779547,301104
6814439,301148
9060391,7308678
9060391,681853
9060391,10765132
10238186,3203296
10238186,822350
10238186,4085787
7024720,10456052
7024720,3640484
7024720,9076443
7024869,8830121
7024869,10423356
7024869,5476508
9000926,4906751
9000926,5181760
9914281,10817844
9914281,5877936
9914281,6332269
9914281,1541908
4614034,8411901
4614034,10546116
10238200,6601628
10238168,10817675
10238168,9860141
5632618,9983713
5632618,5351315
410585,4948121
410585,4418779
4841840,1064408
7024959,2105755
9060303,10818099
9060303,8200047
9060303,9268102
9060303,4444085
7024836,10765132
7024836,5637065
7024836,5250006
11638,8911624
10779555,10818099
10779555,7263779
10779555,10406341
11654,1063969
11654,5595596
11642,6601628
11642,7264040
11642,3255371
11591,10455844
11591,3640484
11591,6288926
11591,8911455
11658,2340470
11658,3048292
11725,704647
8066644,4926698
1064385,6602226
1064385,10036834
1064385,9779329
7400224,7308706
7400224,6601628
4294640,118853
8767474,704647
8767474,8210004
8767474,4682694
673270,6591778
673270,1445112
2299502,5696626
10941189,8116205
4614032,10423280
4614032,10455910
4614032,5476543
4614032,5857447
4842132,6602226
4842132,9860141
4842132,7308611
5238732,301089
2945573,2953121
4265936,7187150
3692778,10423265
3692778,2341392
3692778,118508
3692778,5476508
9743840,7265263
4841973,10817883
4188878,7308417
4188878,10817573
4188878,6988590
4188878,6247034
1079933,1080229
11241028,7213473
4614045,6602226
4614045,4835254
4189154,5777260
10238220,4906413
3843151,7294706
3843151,8942765
4842281,9959578
4189140,1041377
4189140,10494760
1448140,7308417
1448140,5476543
1448140,6601628
4189006,7187150
3032819,7023259
3032819,9076443
3032819,9146417
3032819,7617527
1901768,6605161
8915729,5777430
8915729,1763728
8915729,6758322
8915729,8314657
807535,5116611
10384690,5476761
3032987,118665
3032987,2008777
3032987,7986733
10559550,6779905
10559550,7264011
8767635,7308517
6111287,3324126
6111287,5954425
9000907,3121634
8761880,9218681
8761880,10595753
6111430,1063969
6111430,6433986
6111430,5954263
6111430,5927248
4503554,607406
4503554,301175
4503554,7308637
4503554,5476711
5239197,2030520
5239197,6716136
5836989,10494714
170609,1005258
1755710,3565397
1755710,7451157
1080050,8116481
1080050,3812469
1080050,10076701
1080050,941
891597,1301751
891597,6404516
891597,2625066
10599609,8980152
10599609,6602791
10599609,8980123
8767507,8911267
8767507,5249981
1755547,118477
1755547,10423367
1755799,4948212
1755799,7832064
1755799,1817960
4842670,7308179
9983240,9183387
673450,5022107
673450,10643873
673450,7255223
673450,8879100
4343148,10348321
198990,6433744
8762476,10494662
8762476,4835412
4842489,4835491
4842489,4418624
4842489,8980418
4842489,3203266
9983879,5476617
9983879,23915
11131929,6005883
11131929,7308387
2920579,8830956
2920579,724037
5208524,614021
4841900,4842121
2947615,10971126
4842413,4294788
4842413,10494239
4842413,3203022
4842413,6602860
4841939,1063969
4841939,8961143
4841939,9621638
10238103,7308326
10238103,7590976
9914699,6196525
9914699,3937999
9914699,4670820
1151064,6601628
1151064,4277419
314485,3272008
314485,8134221
3334477,3687293
3334341,4835491
3334341,3176773
10569532,10100970
10569532,704647
10569532,10935481
2266246,614172
8286549,1764521
8286549,10456052
5517243,8116488
5837054,6602226
5837054,7308818
1363719,1363646
1363719,1301760
1363719,7264008
9983379,8428641
9983379,820991
806728,5858115
2448965,8772722
2448965,704647
2448965,2190597
4614645,9145638
5556136,7644640
5556136,5351315
5556136,5476761
7451201,404308
7451201,7559170
4614337,469035
4614337,4906673
678344,8647845
678344,607406
678344,5954529
11239881,5027683
891543,10688257
891543,784180
891543,6673927
891543,6405084
10238242,3937999
10238242,9506591
704903,1592226
704903,7308678
704903,5476542
704903,8110775
704903,7308818
704903,10423380
704903,10494057
9628415,3798473
5092497,7308387
6956198,6517337
6956198,6146477
6956198,8661954
6956198,1071245
6956198,8721824
6956198,6912386
9983438,5547076
9983438,7890909
9983166,3822135
9174217,11245346
9174217,3812443
9174217,3767547
9174217,8661996
9174217,8413957
433034,1679651
433034,8440154
433034,4828689
433034,3032578
433034,7339114
4162279,7308818
4162279,7187150
4162279,6602226
4162279,7308590
4162279,6835449
4162279,7308387
4162279,5027596
8134494,301012
7451177,7715709
7451177,1938547
7451177,8677860
1041428,860837
1041428,10494662
1041428,4213089
1041428,10019161
1041428,8851766
1041428,10320227
1041428,2252919
1041428,7831921
1041428,8798396
1041428,4209175
1041428,9001257
1041428,11135937
1041428,6396081
1041428,7832100
1041428,2352848
6236065,10045663
433334,6988590
433334,7308179
433334,849407
433334,10423587
433334,3176660
5643217,7676710
980124,9446820
6226466,5856663
6226466,7655255
8286650,8158872
8286650,116753
8134199,7339114
8134199,8134394
8134199,2526804
8134199,7264155
9165562,5476711
4287694,9329815
4287876,4906426
4287876,8961143
9743558,8134373
9743558,5655940
10445459,8620585
10445459,7644640
10445459,4682915
10445459,4906680
5836906,7308517
5836906,7308406
8842411,1591829
8842411,704713
4287401,7264254
1517226,4835412
1517226,4906877
4287263,5476574
4287263,6602226
7255258,1445112
8842611,7187150
8842611,7324814
8842611,2228532
8134176,8134202
8134176,7066947
8134176,3272008
8134176,7339114
8134176,513869
6226656,3861544
6226656,9118444
6226656,9119240
6226656,10529707
673383,5004643
1448365,9744130
8842478,5476574
8842478,7187150
8842478,8911293
8842478,5637065
9154041,7187150
9154041,10100970
9154041,7308179
9154041,5637065
9154041,6748015
9154041,3259014
6226424,10340556
10600141,8411909
10600141,7285113
10600141,7644755
2554818,10423367
2554818,7313560
4892355,7187150
4892355,1473624
3005111,10423284
1256690,9183387
2920239,7187150
2920239,8411909
9758044,9032949
9621746,7776143
9983674,7615184
9621532,1763909
4294443,6602226
4294443,1457444
4294443,10817584
724421,9975109
724421,9446820
724421,5476659
1014262,604078
1014262,8411998
5511781,10100896
5511781,118492
4842766,7324675
4842766,2614058
4842766,7308818
4842766,8814831
4842766,7801058
9621607,212559
10238403,7308179
10238403,5777366
9983724,142652
9983724,10424530
1080102,2480397
1080102,8881607
1147044,5027976
1147044,7308818
1147044,4906657
1147044,5954938
1147044,404334
8134613,7308590
8134613,8851766
8134613,10491887
1501826,2520081
5864295,7265366
10846518,681853
10846589,3114678
10846794,7187150
10846794,7308326
10846807,7308706
10846807,607406
10846807,7187150
6905430,6396082
4165189,8235567
4165189,4036512
8134321,9512632
3640940,7591285
3640866,5994310
3640866,10406266
3640866,6160125
3640866,10423367
3640792,4418624
3641144,10384747
3641144,1921676
3150358,7265505
3150358,3493778
3641049,4159910
3641049,8911454
4842567,3766725
4842567,11122184
9267818,5856716
9267818,10423367
9267818,5201001
9268103,1005258
758013,4906657
758013,3121374
758013,5028103
9983713,5200892
9268200,7644837
9268200,118665
9268200,5476542
9268200,8110790
9983192,4906531
9983192,3176591
9983192,1486633
9983192,1102910
677918,6547477
677918,9860141
1989633,8980172
1989633,8150344
1989633,8980129
1989633,10100777
1989633,8075383
1989633,5858115
9416582,822398
3640558,7308590
3640558,7308506
3640558,1535338
3640558,8677749
2008947,7308179
2008947,10426139
2008947,8323927
4842626,5954417
4842626,8305279
4842626,7832064
4842626,1486149
4161625,4670820
10036966,10036949
3640605,7187150
3640605,1281334
3640605,3121524
3640605,681853
5877879,6602226
5877879,7324412
5877879,3272008
5877879,301148
2897270,5593946
2897270,3704053
3640459,8911454
8134505,8134202
7166257,6160046
7976879,10595753
7976879,8235470
7976879,821206
7976667,5954183
3334288,301012
3334288,7067231
3334288,300343
3181858,773587
3181858,683533
1779706,8134308
6476786,8287227
6476786,3938001
314560,6513550
845887,10817587
3334164,8134513
3334164,11190396
3334164,8411909
2421275,1363718
2421275,614168
2421275,6994756
2421275,10994326
2265988,1363113
313952,7308426
313952,10494714
2947723,7187150
2947723,6731744
2947723,724037
2947723,3074691
2947723,9779329
2947723,8411998
2947723,6040595
2947289,7241706
1867293,5954799
1867293,1961565
1867502,6105515
1867502,5595596
1867209,6100067
1867209,3032819
1867209,5954425
1867209,276563
1867209,8245267
1867209,2461599
1867245,118869
1867245,7820846
1867485,7308269
1867485,7308637
1867485,5954311
1867281,11213125
11093426,6602852
4690677,1280818
2947734,9743760
2947734,7590976
2947335,7187144
2947335,8148875
11051434,5028103
11051434,4835283
11051434,7308818
11051434,5954336
7976849,2617906
7976849,9380459
7976849,8911293
7976849,3938001
5208066,536017
9779164,7187150
9779164,5011675
9779164,1535338
1780029,10768722
1363234,1363755
1363234,1363051
5865840,1592321
5865840,7308611
9621668,6602226
9621668,10935481
9621473,3039193
5954247,4460028
9621537,1763728
5865765,6679300
8437843,8134210
8437843,8134297
1632850,7815660
4162320,4835491
4162320,7308590
8134574,1938547
8134196,3272008
8134196,4425815
10559075,5476525
10455974,5927849
10455974,10100777
10238015,10595753
10238015,4209175
10238015,10818099
5467495,6601628
5467495,10818281
5467495,10384747
5467036,4418534
5467036,8911465
846016,5476468
846016,4682744
846016,7748064
846016,9446928
5155281,6591441
5155281,300853
5155281,1402951
5155281,11061893
1979695,9446820
845944,681853
845944,1592222
845944,1855075
7352473,3500774
2085356,5476711
2085356,10491887
2085356,8149035
4294312,7187150
4294312,10100777
10688206,2110262
10688206,4557838
10688206,7501456
10036815,6111430
10559130,5476508
8134605,6909112
7750829,5278261
7750829,276441
7750829,11122852
7750829,9779049
7750829,6160125
7750829,9530233
1287584,7308637
8911267,301013
8031787,7801468
8031787,7225337
8031787,9076443
10937866,9233354
5864511,8148808
5864511,7739556
4892559,5250510
4892559,7308406
5954624,3121524
7083962,3121627
7262259,8110706
8437830,5877557
4835767,7187150
8911624,8911267
8911624,3272008
8911624,8134572
8911624,7339114
5954479,10045663
8437741,8411827
5864294,6405360
4905991,9779049
10937808,2110361
10937808,5079837
8438147,8134202
8438147,8134470
8438147,1938386
8438147,4425834
7954879,6434078
8032319,604078
6640584,276441
6640584,10494099
6640584,10036834
6640584,2340470
7954914,4923833
7954914,1573429
4842571,6602226
4842571,1924818
4842571,10494508
4842571,5771076
4842571,9446820
4842571,9860383
4842571,10406095
4842571,5476542
4842571,7308348
4842571,6066040
4842571,4209339
4842571,7308637
4842571,6594508
4842571,10880666
4842571,7751105
4842571,6673240
4842571,10287743
4906064,5696626
8278582,23989
496859,8148808
5954202,4835799
7083913,9204694
4892630,6602467
1257112,7066983
1257112,6909112
1257112,7066947
1257112,3272008
1257112,8265542
1287498,5777437
90293,8382445
90293,607406
3417040,3121634
3417040,7308326
3417040,7324519
7083806,5476574
7083806,3121513
4906403,5476574
6223149,5476761
6223149,3176801
6223149,7308559
6223149,3798483
4892521,6601628
4892521,7308416
4892796,8110956
5696806,8411827
5696806,3062878
5696806,2472433
5696806,9860141
4113768,5476617
2835937,8411909
4906357,10494750
4906357,5079588
9333354,8677569
481082,2829109
605032,2614058
605032,2614205
10599916,10400634
10599916,3358523
10599916,2829129
10599916,276441
10599916,10243931
10599916,2948892
10599916,9530233
10599916,4220560
10599916,7308637
10599916,1921605
7656450,5954737
7656450,704692
9524459,2231953
9524459,5476542
9524459,8911293
9524459,9446820
8032122,2526938
8032122,5250582
10238314,7308637
840409,4482101
840409,7559301
840409,4418550
2947269,118665
2947269,1763909
2947269,2411404
2947653,7591126
2947653,6559948
2947653,7308517
2947653,6602860
8894478,5781011
8894478,7308276
8894478,10100913
8894478,2447821
4268821,8111336
4268821,4835570
4268821,4213089
10237909,5801085
677026,5027782
677026,8411827
3742822,724037
3742822,5216734
10551819,5637065
4842451,5954417
4842451,10275149
4842805,5756816
314371,5593949
314371,7308326
314371,7676198
314371,10768536
314371,8411998
314371,6814631
4268678,8661396
9387125,10455904
9387125,3500774
9387219,2461599
10551785,4482242
10551781,3121632
10551781,5249405
4268785,1784435
4268817,2411330
7896046,7308498
7896046,8894579
7896046,4631929
10559958,2977108
128,1859653
10687718,704880
1811949,7308348
7820846,5476574
1770380,2028654
1770380,9699391
8604709,1005340
7896302,5307953
3428870,1919351
3428870,8980129
3428870,11061701
8700543,10429374
8700543,6105515
8700543,10494662
3961309,10494722
5954373,12790
5954373,118665
5954373,2008777
2430794,7308326
2430794,3324679
5780972,5278261
7754541,1063969
9165530,6602226
9165530,10467239
8382370,5028103
8382370,8382337
4693177,7682742
4294564,7187150
4294564,1457309
9387230,6673240
5558770,3379667
5558770,2105808
5558770,9447121
678308,5627210
678308,7324670
4842309,8615045
4842309,8070211
1901824,4948121
1901824,9280164
2008790,7308678
2008790,1457309
2008790,118665
2008790,8323927
4910486,8647845
265343,7308348
265089,10423487
10188706,5028103
10188706,404334
10188706,11591
9914532,7308348
9914532,6429614
2947247,11051434
9038082,10423573
2947986,5927417
2947986,10490184
2947986,6716136
118450,2411119
9037969,4906426
9037969,8357460
4906133,4906673
575118,4425834
575118,7067031
575118,8134603
10400634,9076443
4886272,8911624
10971126,4835570
3669982,10243931
3669982,8411998
3669982,5028103
3669982,7308417
7054908,5636712
7054908,6679050
10320156,8235470
10320156,7578297
3669932,7917547
5162623,4294634
9705019,11140707
2946264,6601628
2946264,4835254
10559640,7285113
10559640,7578297
1150984,7308179
3742191,7187144
10250981,7815660
313955,1763909
313955,8439922
313955,3023930
10188742,10345418
9387206,2341392
9387634,7024720
9387634,8911293
9387045,1611835
9387045,4578078
2947866,10818237
2947866,4835572
5159511,6601628
5159511,6602226
2444361,2295466
2444361,1537456
2444361,8135533
5559293,1921676
3554138,2295609
1151275,3798464
9908021,6603073
9908021,6602467
9908021,194923
9908021,6591774
5857236,9380673
2945718,1435418
2945718,5954417
2945718,8943232
10440100,11638
10440100,9499592
4129631,4444419
4129631,5203743
1548137,5382711
1548137,2661145
1548137,3794278
8191905,4371810
678177,7644889
3521261,1592279
2291021,9108194
2291021,3114468
4503435,7308678
4503435,8942857
2802239,2290125
1363395,1873216
1363395,7576331
314121,7308416
5164767,10423487
5164767,5351315
2947352,7264254
4835680,5476543
4835680,2977105
4835680,4578078
4835680,1921676
4835680,4835283
4835680,10423518
4835680,118403
4294468,1541916
4294468,7324855
4294468,4083884
4302294,5837084
4302294,11591
4302294,1274811
4302294,1184960
4302404,3622577
4302404,8153042
2947327,2431276
2947327,8980264
1779581,1938547
4302511,8911267
4302130,1005340
4302130,10817895
4302130,2447138
4302324,10423367
4783441,6602467
4783441,8894696
4783441,9145638
7675677,10384794
2947853,7308252
4302205,10423367
4302205,4283921
4302205,5632602
4302205,6433658
4301944,9268102
4301987,1855075
4301987,9076354
4301987,2290314
4301961,7308276
4301961,9076354
4302650,6100067
4302650,4067987
10237255,2953116
1271051,7590911
1271051,7241986
1271051,6559458
4302140,2946177
4302140,4316207
4302140,7308611
4294853,6186205
1548090,1079933
9304029,6602226
9304029,10423367
9304029,2317615
9304029,7187150
9304029,8980418
9001383,8980119
9001383,5777309
9001383,10938704
9304160,7308637
9304160,10765132
9304160,5131131
9304160,9779329
11181784,3169121
9001202,7682093
9001202,10817868
2666811,9870855
2666811,7591285
2666811,10275149
8553340,7339114
6476336,8111292
6476336,7308637
8191690,8952783
8191690,7194422
8191690,4371676
9621653,3121430
9621653,5027596
9621653,7308678
3440042,4294434
4877135,7308290
4877135,8111336
4877135,9779546
4877135,5954984
11206930,5637065
8678380,6605161
8678380,10846589
8678380,4210367
4783102,6341266
1691789,704798
8134326,9183387
8134326,6909112
8134326,8134585
8134326,8315743
8134326,5250364
8134326,5250294
8134326,8440154
8134326,3592296
8678443,4213089
8678443,6513042
8678464,2420614
8678601,7187150
8678601,2317491
8678601,9914437
8678601,5173091
10599839,4085900
1139370,6475518
1139370,8712235
1139370,5027455
4835656,4835796
4835656,9779356
4835656,3048713
4842096,5476574
4842096,10494494
4842096,7308497
4842096,3798473
9914711,5476617
9914711,1824458
9779170,7308450
4584275,1240623
4584275,4670820
4584275,7590851
118976,5476617
118976,5476542
2601426,3640660
891676,7264008
891676,6766951
2601685,7024720
2601521,4425837
2601521,4443582
2601521,8134574
9304469,2341038
9304469,3622663
9304469,10423380
8618986,5696806
8553241,1409128
404876,5857236
10238337,2341115
10238337,7909019
6810175,10765132
3966417,10955221
10238157,8778293
404722,9983192
2666953,8413957
2666953,8117033
6810311,3114678
6641172,8411827
1201163,9446820
1201163,3704053
404985,4165189
4782714,9970823
4782714,704796
4782714,9860141
6810257,301074
10238476,677782
10238476,10384747
10238476,6396081
10238476,10423380
10238476,8297666
405003,5081496
986596,4316206
986596,9285146
986596,9983192
986596,9779363
986596,10423356
986596,6140249
986596,8911293
6640429,8149721
6640429,375620
2710377,8943003
2710377,6758685
4584356,11135937
4584356,704647
4584356,5028103
987100,118957
987100,10494550
987100,7187150
5196811,2981259
5196811,3209978
9001396,5777475
987007,1445884
9626077,7264011
9626077,8712382
683214,7308348
683214,3121634
683214,7545699
683214,7308611
683124,7187150
682951,2459162
682951,7187150
4835637,3172992
4835637,4835491
7827928,5777366
7827928,9118399
7827928,583615
5246784,10494285
5246784,8411998
9626873,8148875
9626873,8980305
314410,2977108
314410,9280281
2633907,3121444
2633907,1184960
4842795,8762049
4842795,8563008
4842795,8070053
4842290,10666338
5390788,2949723
5390788,6164282
4503321,10892432
4503321,8592020
4503321,10406382
6172162,9233222
4841838,5800801
2947311,5756816
2947311,10275149
2947311,1005258
2947311,5476574
1448441,301012
8436906,4083884
8436906,9914437
8436906,10406382
4345590,4418624
4841921,7308269
2947681,6288926
2947681,4835647
2947681,3798483
2947681,5499347
2947681,5476587
4346062,581560
4345647,3798473
4345647,2290152
8437342,3272008
8437342,8943129
8437261,10243931
8437261,7308179
8437261,5476542
9621579,1763909
9621579,7324814
9621579,3202675
9621579,2411404
8461271,5476587
8461271,4682782
8461271,10817883
8461271,10818095
8461271,5476617
8762537,8762049
10238049,10818099
10238049,4418534
9621470,3141466
4345907,8026592
10982609,301154
2710745,10494106
10569628,9759382
10569628,5777190
10569628,9446820
10569628,7187144
10569628,7308706
10569628,3074691
10238143,3048292
10238143,9860426
1779786,301128
1779786,5476542
6397520,8961143
6397520,7308450
118655,2459162
118655,1457284
6397669,10892490
1805067,8149224
6397517,7960657
6397517,7263743
6397517,2977216
4842798,1483433
11292054,118748
4410170,6601628
4410170,10494662
4410170,6818194
4410170,6513167
4410170,8110956
6397648,5028103
4782896,9082831
4782896,118529
1080181,8116519
2947895,7308506
2947895,5476587
2947895,7264254
2947895,2341072
2947895,2228532
4841885,5954263
4410309,6164282
4410309,5800801
4410309,3121374
4410309,3687311
1979591,9506815
1979591,8149224
5836970,6602226
5836970,6716136
5836970,10818099
10238455,7644889
10238455,10546116
1274868,7024720
1274811,5527238
1274811,7187150
1274811,8424451
1274811,7308611
1274811,7308517
1274811,4210579
1274811,7263743
1274811,7308662
1274811,9779121
1274811,7308179
1274735,9779363
1274735,9621638
1274735,3692301
1274735,5756816
1274735,3121436
1274735,3121374
1274826,7605156
2666808,11212802
2666808,9445045
2666808,404222
2666808,262539
2085177,6835449
10599885,10423367
4322054,1665871
4322054,10706574
9000790,9001217
9000790,7024869
807359,7308406
807359,10426007
807359,8851766
4410058,8382445
4410111,8563008
4410111,9268102
4410111,7559301
2947632,7308818
2947632,1925607
2947798,5756816
2947798,118411
1426516,2317424
1426516,11216372
2947470,4835799
3907832,2459162
9626119,1141
5443885,5637065
5443885,7308179
5443885,10818099
9293426,7187150
6640581,7772272
8005994,8363386
8005994,876336
5443895,5476711
5443895,5476525
9293616,8911624
1257262,6909112
1257262,7067031
1257262,5250364
1257262,3272008
8134587,6909112
8134587,7339114
10599479,7869233
10599479,8153042
10599479,6332269
8709981,9001257
8709981,4294639
8709981,5800732
10294029,10243931
4782841,10729410
4782841,1541908
4726767,8980152
2710425,4835283
2710425,1457047
1079979,3861544
9743579,822350
9743579,9118399
9743579,7644889
9743579,7591029
1979660,5927392
1979660,10426079
1979660,129477
1979660,10494800
1979660,1473434
1979660,10312922
1979660,5757022
8710043,3203266
3835625,3622663
3835625,11221514
3835625,4682782
3835625,10422370
3835625,10406382
3835625,1755710
9293801,5476713
9293801,5476678
9293801,1457309
9293801,6105515
9293753,301148
8984813,118411
10071280,7676093
4842801,10208214
7011024,7605339
7011024,1473624
9001140,7591126
456479,8647984
456479,7308450
456479,6679050
456479,5476508
456479,3196986
456479,1102910
456479,4835799
456479,5777436
456479,4835796
456479,2614058
456479,1591829
456479,5756816
456479,23989
8461182,1456851
8461182,8911588
8461182,6186434
2447925,9779083
5443378,6602226
5443378,4682744
5443378,7187150
3811936,9076443
3811936,10400634
3811901,10494740
3811901,6292426
3811901,10494321
10238333,4418534
10238333,5200892
10903067,10880666
10903067,8942833
8863473,9118444
4929983,7986518
4929983,6559726
456425,5027683
456425,7251943
456425,6602436
456425,7518853
10238358,4856280
10238358,1147064
10238358,2340470
10559371,3203368
10559371,7308506
10559371,7308590
10559371,9446814
2290025,5476659
2290025,11194124
2290344,1592024
9626169,10208224
9626169,5351315
9626169,10045663
9914154,10455844
9914154,9446820
129308,7187150
129308,7308611
129308,404334
